frequency = 1498962292.904734 Hz; phi = 1.5707963267948966 rad
theta(rad) Re(E_r) Im(E_r) Re(E_theta) Im(E_theta) Re(E_phi) Im(E_phi)
2.416609733530610e-01 5.630643025811122e-20 2.976538262137531e-21 9.235049741094875e-20 1.544912200956099e-18 -1.083952108284411e-02 -1.486647028188033e-02
2.521679721944984e-01 4.318231694165460e-20 8.112734295329231e-21 8.091068523199319e-20 1.852136872148436e-18 -1.127289760787988e-02 -2.312317162013920e-02
2.626749710359359e-01 3.073234174963289e-20 1.246701672621836e-20 3.843094405773144e-20 2.084597332046263e-18 -1.104806860157243e-02 -3.029444315674856e-02
2.731819698773733e-01 1.918439541288896e-20 1.594239989792446e-20 -3.006455990333407e-20 2.246941815448283e-18 -1.021908206183971e-02 -3.636227986249992e-02
2.836889687188108e-01 8.729070280303183e-21 1.847134830558782e-20 -1.190187216790204e-19 2.345032417918179e-18 -8.852494675146642e-03 -4.132646098475465e-02
2.941959675602482e-01 -4.837926528711891e-22 2.001705987027488e-20 -2.225272038747863e-19 2.385711737459513e-18 -7.025441559079996e-03 -4.520380887508613e-02
3.047029664016856e-01 -8.347263071581539e-21 2.057376578354117e-20 -3.345292666157361e-19 2.376553625137097e-18 -4.823496098351584e-03 -4.802715221170039e-02
3.152099652431231e-01 -1.479816142891981e-20 2.016605615948102e-20 -4.489976583235412e-19 2.325605892704796e-18 -2.338377359424805e-03 -4.984402195093834e-02
3.257169640845605e-01 -1.981659506485842e-20 1.884727221532051e-20 -5.601216618914559e-19 2.241132831312982e-18 3.344350428067848e-04 -5.071511344037383e-02
3.362239629259979e-01 -2.342424515773976e-20 1.669703540202595e-20 -6.624777377824979e-19 2.131365159003407e-18 3.098117965425882e-03 -5.071255241610824e-02
3.467309617674353e-01 -2.568149628084355e-20 1.381801084889942e-20 -7.511827278741365e-19 2.004264548410654e-18 5.856893768481189e-03 -4.991800599613587e-02
3.572379606088728e-01 -2.668353360547130e-20 1.033202579928984e-20 -8.220252613208591e-19 1.867309209527305e-18 8.518333762339427e-03 -4.842068219913520e-02
3.677449594503102e-01 -2.655556136876788e-20 6.375682658881669e-21 -8.715718113376121e-19 1.727306141590284e-18 1.099552215008223e-02 -4.631526291700270e-02
3.782519582917477e-01 -2.544731927989804e-20 2.095620271190531e-21 -8.972447603940610e-19 1.590234654653744e-18 1.320903146283264e-02 -4.369981562828253e-02
3.887589571331851e-01 -2.352709043928365e-20 -2.356414332974480e-21 -8.973708087740981e-19 1.461124631074806e-18 1.508866648379944e-02 -4.067372846254270e-02
3.992659559746226e-01 -2.097540467390056e-20 -6.828518413318333e-21 -8.711990736739832e-19 1.343971788943885e-18 1.657494054081144e-02 -3.733571154286130e-02
4.097729548160600e-01 -1.797864474743176e-20 -1.117344748385852e-20 -8.188892382829736e-19 1.241690964151428e-18 1.762025561239203e-02 -3.378190489969377e-02
4.202799536574974e-01 -1.472275971725259e-20 -1.525313602281929e-20 -7.414710883281032e-19 1.156107186423704e-18 1.818976572331489e-02 -3.010412974284857e-02
4.307869524989348e-01 -1.138728002999556e-20 -1.894278328475390e-20 -6.407776848130862e-19 1.087983127403507e-18 1.826191138499783e-02 -2.638831559831266e-02
4.412939513403723e-01 -8.139813234677716e-21 -2.213438024087615e-20 -5.193552363098954e-19 1.037080383551898e-18 1.782862114865402e-02 -2.271313088133923e-02
4.518009501818097e-01 -5.131178096884315e-21 -2.473957524447487e-20 -3.803534261889102e-19 1.002251057596270e-18 1.689518447992529e-02 -1.914883901865460e-02
4.623079490232472e-01 -2.491309236398832e-21 -2.669180069270336e-20 -2.274004981670525e-19 9.815552492017528e-19 1.547980793880722e-02 -1.575639639532420e-02
4.728149478646846e-01 -3.260351378364424e-22 -2.794760983479656e-20 -6.446779145204929e-20 9.723993827062072e-19 1.361287388309285e-02 -1.258680233675501e-02
4.833219467061221e-01 1.285199448879824e-21 -2.848720100035161e-20 1.042713656949402e-19 9.716898051423233e-19 1.133592745275911e-02 -9.680705197458684e-03
4.938289455475595e-01 2.290628973711701e-21 -2.831413489395365e-20 2.745834521579000e-19 9.759957926980806e-19 8.700423304997200e-03 -7.068262568842811e-03
5.043359443889969e-01 2.666476242709052e-21 -2.745427823499535e-20 4.423124176597376e-19 9.817160125986845e-19 5.766268349210699e-03 -4.769247785794543e-03
5.148429432304343e-01 2.416303828484408e-21 -2.595403296276630e-20 6.035086857863649e-19 9.852425975447308e-19 2.600200498717916e-03 -2.793389444410323e-03
5.253499420718718e-01 1.569467127043280e-21 -2.387793359437073e-20 7.545454131900892e-19 9.831172919950388e-19 -7.259538417298851e-04 -1.140925666496167e-03
5.358569409133092e-01 1.787563835012686e-22 -2.130571534061791e-20 8.922184989843289e-19 9.721746081452844e-19 -4.137099221893905e-03 1.966495304508912e-04
5.463639397547466e-01 -1.682660826503052e-21 -1.832897159773007e-20 1.013827524533533e-18 9.496675632313690e-19 -7.556722673959930e-03 1.235674085240388e-03
5.568709385961841e-01 -3.924865497940196e-21 -1.504753094202372e-20 1.117235572464269e-18 9.133723327972813e-19 -1.090873301621372e-02 1.999269219630720e-03
5.673779374376215e-01 -6.445235682858169e-21 -1.156569042193317e-20 1.200906695639036e-18 8.616690170754606e-19 -1.411924518976302e-02 2.516185608262284e-03
5.778849362790589e-01 -9.132762536138309e-21 -7.988443607674608e-21 1.263920651506430e-18 7.935966472049525e-19 -1.711826939845177e-02 2.819577041455027e-03
5.883919351204964e-01 -1.187247524487996e-20 -4.417838542592937e-21 1.305965353778590e-18 7.088815207602562e-19 -1.984126819680611e-02 2.945734672950591e-03
5.988989339619338e-01 -1.454981806976228e-20 -9.495926382292480e-22 1.327308291707779e-18 6.079389177692582e-19 -2.223054880357897e-02 2.932814567371271e-03
6.094059328033713e-01 -1.705482996950962e-20 2.329920967169616e-21 1.328748899084653e-18 4.918491757900037e-19 -2.423646269206587e-02 2.819590103904761e-03
6.199129316448087e-01 -1.928598946352781e-20 5.346217490746492e-21 1.311554495073390e-18 3.623099644502591e-19 -2.581838979493463e-02 2.644258911166864e-03
6.304199304862461e-01 -2.115360395462373e-20 8.038696604747392e-21 1.277382945464822e-18 2.215673679923628e-19 -2.694549032526100e-02 2.443331477381082e-03
6.409269293276836e-01 -2.258264298136580e-20 1.036203428974006e-20 1.228195588660056e-18 7.232903471107233e-20 -2.759721311643926e-02 2.250625487167664e-03
6.514339281691210e-01 -2.351493799065056e-20 1.228693798236614e-20 1.166164223541034e-18 -8.233683464957369e-20 -2.776355537937186e-02 2.096386380298395e-03
6.619409270105584e-01 -2.391069631531414e-20 1.380025711401406e-20 1.093576059580187e-18 -2.391125253944608e-19 -2.744507472489886e-02 2.006550713655388e-03
6.724479258519959e-01 -2.374930317255641e-20 1.490446553652110e-20 1.012740481964908e-18 -3.945475374367338e-19 -2.665266006571164e-02 2.002164746365890e-03
6.829549246934333e-01 -2.302941170801992e-20 1.561655568022987e-20 9.259012905973440e-19 -5.451766261199134e-19 -2.540707346493414e-02 2.098966370858441e-03
6.934619235348707e-01 -2.176834645962560e-20 1.596640574166961e-20 8.351577413927732e-19 -6.876348947569939e-19 -2.373828001761825e-02 2.307134188781863e-03
7.039689223763081e-01 -2.000086922760264e-20 1.599469998890850e-20 7.423972660890919e-19 -8.187659447605364e-19 -2.168458732809863e-02 2.631203286577470e-03
7.144759212177456e-01 -1.777737740787979e-20 1.575049773658949e-20 6.492421919144500e-19 -9.357194905631617e-19 -1.929161998657462e-02 3.070143198367407e-03
7.249829200591831e-01 -1.516162269171116e-20 1.528855814922062e-20 5.570121476577910e-19 -1.036035364060148e-18 -1.661115757491351e-02 3.617589743812561e-03
7.354899189006204e-01 -1.222805209886199e-20 1.466653539292089e-20 4.667031534076241e-19 -1.117711444578067e-18 -1.369986708530724e-02 4.262218974002922e-03
7.459969177420579e-01 -9.058883190179664e-21 1.394216154556461e-20 3.789836747154627e-19 -1.179253730102392e-18 -1.061796217653958e-02 4.988248415677937e-03
7.565039165834954e-01 -5.741030759406261e-21 1.317053303536158e-20 2.942072061607140e-19 -1.219707486580815e-18 -7.427822402176371e-03 5.776048227211738e-03
7.670109154249328e-01 -2.363003255485070e-21 1.240161031444116e-20 2.124402619705558e-19 -1.238669146613041e-18 -4.192605425206062e-03 6.602842808305913e-03
7.775179142663702e-01 9.881162674861336e-22 1.167803026068710e-20 1.335040188187617e-19 -1.236279349083947e-18 -9.748843075575072e-04 7.443481866465295e-03
7.880249131078076e-01 4.229497484161849e-21 1.103331685985012e-20 5.702730228661286e-20 -1.213198190860474e-18 2.164659725854061e-03 8.271258949992552e-03
7.985319119492451e-01 7.285102588715212e-21 1.049055861014976e-20 -1.749184538425246e-20 -1.170564376347290e-18 5.168461037467903e-03 9.058755010111946e-03
8.090389107906826e-01 1.008785729873174e-20 1.006160148628645e-20 -9.061911572046324e-20 -1.109940479334770e-18 7.983184838605871e-03 9.778684642544040e-03
8.195459096321199e-01 1.258138899483017e-20 9.746784960914575e-21 -1.629147100405774e-19 -1.033246956814718e-18 1.056071249033205e-02 1.040472325903948e-02
8.300529084735574e-01 1.472128694746349e-20 9.535226331278414e-21 -2.348653198474431e-19 -9.426878632791557e-19 1.285897931819399e-02 1.091229451981740e-02
8.405599073149949e-01 1.647585970013064e-20 9.405636289341246e-21 -3.068206229491595e-19 -8.406713982089398e-19 1.484265165869652e-02 1.127929887803259e-02
8.510669061564322e-01 1.782638508645769e-20 9.327627155334338e-21 -3.789374036593613e-19 -7.297284757167178e-19 1.648363427196040e-02 1.148676599913255e-02
8.615739049978697e-01 1.876686826781966e-20 9.263455284930433e-21 -4.511340750984622e-19 -6.124324353426016e-19 1.776140371838581e-02 1.151941606767975e-02
8.720809038393071e-01 1.930334183352454e-20 9.170121613071569e-21 -5.230579371702510e-19 -4.913228233391560e-19 1.866316768297684e-02 1.136611752325115e-02
8.825879026807446e-01 1.945275871784366e-20 9.001739776417744e-21 -5.940669627267014e-19 -3.688358754345859e-19 1.918385442002587e-02 1.102023151370295e-02
8.930949015221820e-01 1.924154285694979e-20 8.712070309675668e-21 -6.632272879710778e-19 -2.472439400058476e-19 1.932594037318737e-02 1.047983625443365e-02
9.036019003636194e-01 1.870387364453804e-20 8.257112452037179e-21 -7.293269153796261e-19 -1.286056131206420e-19 1.909912750414703e-02 9.747827471411272e-03
9.141088992050569e-01 1.787978798547812e-20 7.597642391443734e-21 -7.909054444270686e-19 -1.472783485586628e-20 1.851988485529809e-02 8.831894118727986e-03
9.246158980464944e-01 1.681318786920224e-20 6.701588420693029e-21 -8.462989542654829e-19 9.285935778818554e-20 1.761087131405956e-02 7.744371534851457e-03
9.351228968879317e-01 1.554984181155884e-20 5.546139419362243e-21 -8.936985003173001e-19 1.929152888815290e-19 1.640025839491288e-02 6.501977073437732e-03
9.456298957293692e-01 1.413546531407712e-20 4.119493090038894e-21 -9.312200795556108e-19 2.844887283304571e-19 1.492097308645915e-02 5.125435956408088e-03
9.561368945708066e-01 1.261395887349165e-20 2.422164091519447e-21 -9.569833911283666e-19 3.669065310627977e-19 1.320988142316830e-02 3.639007593643030e-03
9.666438934122441e-01 1.102587238320277e-20 4.677891137210492e-22 -9.691962910964406e-19 4.397522132455534e-19 1.130693345373505e-02 2.069924845146485e-03
9.771508922536815e-01 9.407152459620579e-21 -1.716614603890406e-21 -9.662415298618794e-19 5.028362287429831e-19 9.254289728523669e-03 4.477606230051165e-04
9.876578910951189e-01 7.788214854214438e-21 -4.090959525985710e-21 -9.467621814592245e-19 5.561600010184338e-19 7.095448373376691e-03 -1.196262196655491e-03
9.981648899365564e-01 6.193368304488737e-21 -6.602966754208965e-21 -9.097421334988863e-19 5.998759586999501e-19 4.874390326862197e-03 -2.830000388908242e-03
1.008671888777994e+00 4.640599610587677e-21 -9.189591052286209e-21 -8.545781082171789e-19 6.342459109094933e-19 2.634758475265583e-03 -4.421141571457115e-03
1.019178887619431e+00 3.141713095727265e-21 -1.177894754608765e-20 -7.811399265110410e-19 6.596000794336063e-19 4.190843147566319e-04 -5.937958653362736e-03
1.029685886460869e+00 1.702801610396751e-21 -1.429267534496282e-20 -6.898161004297565e-19 6.762989815924383e-19 -1.731926502304694e-03 -7.350049282037344e-03
1.040192885302306e+00 3.250115284972131e-22 -1.664865526223086e-20 -5.815423327823571e-19 6.847001371770876e-19 -3.780040725339680e-03 -8.629042515250086e-03
1.050699884143744e+00 -9.944486423120217e-22 -1.876398370989826e-20 -4.578110981049832e-19 6.851312660146398e-19 -5.690069483754195e-03 -9.749255845783910e-03
1.061206882985181e+00 -2.261116838527196e-21 -2.055809329323725e-20 -3.206611560682593e-19 6.778712639791023e-19 -7.430361227771265e-03 -1.068828700210710e-02
1.071713881826618e+00 -3.481971619066204e-21 -2.195590309557326e-20 -1.726465821085648e-19 6.631398118838892e-19 -8.973213227257809e-03 -1.142752660965099e-02
1.082220880668056e+00 -4.664084854791952e-21 -2.289087843671888e-20 -1.678566391337142e-20 6.410960031111456e-19 -1.029520104461711e-02 -1.195257978586994e-02
1.092727879509493e+00 -5.813307060908680e-21 -2.330788116624284e-20 1.435092217233943e-19 6.118458928593018e-19 -1.137742694308568e-02 -1.225358701193142e-02
1.103234878350931e+00 -6.933057415119864e-21 -2.316569730682511e-20 3.045188977058978e-19 5.754583958401371e-19 -1.220568943554123e-02 -1.232543712092150e-02
1.113741877192368e+00 -8.023285208438349e-21 -2.243913892029681e-20 4.623193018820466e-19 5.319885110851059e-19 -1.277057711231299e-02 -1.216786790708126e-02
1.124248876033806e+00 -9.079661207589231e-21 -2.112063109692745e-20 6.128948845595655e-19 4.815064519820377e-19 -1.306749051800976e-02 -1.178545262786305e-02
1.134755874875243e+00 -1.009304652238870e-20 -1.922121248668852e-20 7.522598428745513e-19 4.241309244977566e-19 -1.309659620118492e-02 -1.118747347234512e-02
1.145262873716681e+00 -1.104927353109672e-20 -1.677089818762246e-20 8.765831689307341e-19 3.600645417611980e-19 -1.286271717505716e-02 -1.038768583567412e-02
1.155769872558118e+00 -1.192925876982350e-20 -1.381837636009269e-20 9.823132501219008e-19 2.896292004665555e-19 -1.237516395188025e-02 -9.403979899989126e-03
1.166276871399555e+00 -1.270945205740122e-20 -1.043003384037440e-20 1.066297671402352e-18 2.132991817458902e-19 -1.164751010592039e-02 -8.257948509460366e-03
1.176783870240993e+00 -1.336261015887006e-20 -6.688330423046329e-21 1.125893935835138e-18 1.317297799806855e-19 -1.069731604239668e-02 -6.974372576986326e-03
1.187290869082430e+00 -1.385886766506155e-20 -2.689565482999783e-21 1.159067041346322e-18 4.577940684560962e-20 -9.545804365781835e-03 -5.580637214055663e-03
1.197797867923868e+00 -1.416706314125736e-20 1.458896661838662e-21 1.164470222444907e-18 -4.347664018233075e-20 -8.217490010699092e-03 -4.106093382857025e-03
1.208304866765305e+00 -1.425626560163857e-20 5.641855625997780e-21 1.141505674510489e-18 -1.347422246361132e-19 -6.739768176535024e-03 -2.581381088817198e-03
1.218811865606743e+00 -1.409743555570724e-20 9.739853306109427e-21 1.090362708785374e-18 -2.265073057494107e-19 -5.142463136761436e-03 -1.037730931541716e-03
1.229318864448180e+00 -1.366514672764546e-20 1.363298274614509e-20 1.012031517590357e-18 -3.170663662769386e-19 -3.457341207904213e-03 4.937388075996787e-04
1.239825863289617e+00 -1.293928943882057e-20 1.720479845988776e-20 9.082915368274665e-19 -4.045484300917819e-19 -1.717591578161933e-03 1.982712449562321e-03
1.250332862131055e+00 -1.190667482070731e-20 2.034619355175404e-20 7.816742488779334e-19 -4.869582370740228e-19 4.272068663662990e-05 3.400338010356278e-03
1.260839860972492e+00 -1.056246061167281e-20 2.295910812092686e-20 6.354011438675524e-19 -5.622276150219712e-19 1.789224336717492e-03 4.719843492700648e-03
1.271346859813930e+00 -8.911324272458258e-21 2.495993739881192e-20 4.732984202974428e-19 -6.282755840387465e-19 3.487828246547549e-03 5.917094115547568e-03
1.281853858655367e+00 -6.968317380878256e-21 2.628251676059160e-20 2.996908266721407e-19 -6.830752696204115e-19 5.105317179017244e-03 6.971077923956182e-03
1.292360857496805e+00 -4.759346455605219e-21 2.688057390261307e-20 1.192777946467512e-19 -7.247253065636593e-19 6.609948720565582e-03 7.864309229856911e-03
1.302867856338242e+00 -2.321239106882078e-21 2.672955566151012e-20 -6.300433575980100e-20 -7.515231046217888e-19 7.972041990390755e-03 8.583141588120546e-03
1.313374855179679e+00 2.986297890909891e-22 2.582775759387727e-20 -2.421296710526088e-19 -7.620371333340201e-19 9.164547703952688e-03 9.117984446893915e-03
1.323881854021117e+00 3.043159945277441e-21 2.419670783536441e-20 -4.131349866745094e-19 -7.551752787894585e-19 1.016358831377766e-02 9.463420156657973e-03
1.334388852862554e+00 5.846785560951035e-21 2.188078210912675e-20 -5.712718771103117e-19 -7.302463362872696e-19 1.094895633405553e-02 9.618220607196271e-03
1.344895851703992e+00 8.637145147162822e-21 1.894605317569939e-20 -7.121538336566222e-19 -6.870118325036587e-19 1.150455864937726e-02 9.585265313509669e-03
1.355402850545429e+00 1.133711567017760e-20 1.547840458369253e-20 -8.318933604730936e-19 -6.257256168509764e-19 1.181879467157252e-02 9.371365221329640e-03
1.365909849386867e+00 1.386714923753889e-20 1.158096435665589e-20 -9.272245188662920e-19 -5.471590175837012e-19 1.188485668865305e-02 8.986998784640569e-03
1.376416848228304e+00 1.614783637985464e-20 7.370938320152303e-21 -9.956067296729859e-19 -4.526098128576737e-19 1.170094167583907e-02 8.445968922945850e-03
1.386923847069741e+00 1.810260839537795e-20 2.975944274064712e-21 -1.035306250368342e-18 -3.438938052861072e-19 1.127036522189052e-02 7.764991243545161e-03
1.397430845911179e+00 1.966048272817727e-20 -1.470033629588413e-21 -1.045452458097425e-18 -2.233183919849756e-19 1.060157005460599e-02 6.963225372793846e-03
1.407937844752616e+00 2.075875033443719e-20 -5.830936794294276e-21 -1.026066888633981e-18 -9.363816915268744e-20 9.708023897196888e-03 6.061762348657676e-03
1.418444843594054e+00 2.134550272112838e-20 -9.973027249226577e-21 -9.780638768689807e-19 4.200672265086059e-20 8.608004000563533e-03 5.083081765438369e-03
1.428951842435491e+00 2.138189894158354e-20 -1.376923804746150e-20 -9.032225865474215e-19 1.801681440003554e-19 7.324268604714837e-03 4.050492721529888e-03
1.439458841276929e+00 2.084407928450069e-20 -1.710333154801501e-20 -8.041311734757009e-19 3.171813918538591e-19 5.883618697521562e-03 2.987572605466335e-03
1.449965840118366e+00 1.972464253056818e-20 -1.987372364931638e-20 -6.841047644756106e-19 4.492679453917937e-19 4.316356658609861e-03 1.917617377879153e-03
1.460472838959804e+00 1.803361716673715e-20 -2.199684251495251e-20 -5.470798215500321e-19 5.726464424312598e-19 2.655651588154980e-03 8.631162908228177e-04
1.470979837801241e+00 1.579887340256910e-20 -2.340990543123980e-20 -3.974882661998729e-19 6.836484033244468e-19 9.368242065063355e-04 -1.547370364498064e-04
1.481486836642678e+00 1.306594166935879e-20 -2.407301666019903e-20 -2.401154343871919e-19 7.788349312050189e-19 -8.034329480837208e-04 -1.116486555202414e-03
1.491993835484116e+00 9.897223846219048e-21 -2.397051185243831e-20 -7.994649372677559e-20 8.551104577396504e-19 -2.527881814913291e-03 -2.004799618583774e-03
1.502500834325553e+00 6.370605019307196e-21 -2.311149998881587e-20 7.799363891053963e-20 9.098295810077814e-19 -4.199591375219643e-03 -2.804789268900037e-03
1.513007833166991e+00 2.577495362134854e-21 -2.152958105467897e-20 2.288016038770068e-19 9.408931607217756e-19 -5.782794804042394e-03 -3.504267345254516e-03
1.523514832008428e+00 -1.379647069217051e-21 -1.928174577526283e-20 3.678527947074187e-19 9.468300945502473e-19 -7.243728703647442e-03 -4.093924646152107e-03
1.534021830849866e+00 -5.390241993092600e-21 -1.644649177820526e-20 4.909492309669870e-19 9.268615915491925e-19 -8.551431773983884e-03 -4.567436268564731e-03
1.544528829691303e+00 -9.338872656354834e-21 -1.312121752073250e-20 5.944531950763254e-19 8.809452733637845e-19 -9.678480851764730e-03 -4.921492100008451e-03
1.555035828532740e+00 -1.310882840648132e-20 -9.418980281176727e-21 6.754021879616763e-19 8.097970550486382e-19 -1.060164354353591e-02 -5.155754218812603e-03
1.565542827374178e+00 -1.658578927335760e-20 -5.464726586521565e-21 7.316013787850537e-19 7.148894650304372e-19 -1.130242866596000e-02 -5.272744620041988e-03
1.576049826215615e+00 -1.966153009051034e-20 -1.391121850828739e-21 7.616904762428928e-19 5.984258344251311e-19 -1.176751833850226e-02 -5.277668196543017e-03
1.586556825057053e+00 -2.223751823558503e-20 2.665879922025203e-21 7.651828075487675e-19 4.632905934833050e-19 -1.198906877505720e-02 -5.178177238485939e-03
1.597063823898490e+00 -2.422828002754610e-20 6.571576269850582e-21 7.424753270204916e-19 3.129767294811488e-19 -1.196487049474694e-02 -4.984084849199288e-03
1.607570822739928e+00 -2.556441621977186e-20 1.019701205612117e-20 6.948292571814436e-19 1.514922572566165e-19 -1.169836270208345e-02 -4.707035595329938e-03
1.618077821581365e+00 -2.619515675321706e-20 1.342327797030992e-20 6.243220578204430e-19 -1.675169758834399e-20 -1.119850084216294e-02 -4.360142406819919e-03
1.628584820422802e+00 -2.609035870374751e-20 1.614546535197249e-20 5.337723883962350e-19 -1.870679291624703e-19 -1.047948067685453e-02 -3.957599214079228e-03
1.639091819264240e+00 -2.524186874277454e-20 1.827614257201230e-20 4.266406430775993e-19 -3.546314481766284e-19 -9.560326507558335e-03 -3.514279058715640e-03
1.649598818105677e+00 -2.366419186847300e-20 1.974823452044605e-20 3.069084640097925e-19 -5.146247461087359e-19 -8.464355244395511e-03 -3.045327447166866e-03
1.660105816947115e+00 -2.139443097582674e-20 2.051720719647120e-20 1.789413484966049e-19 -6.623854150108548e-19 -7.218531751999528e-03 -2.565760544657873e-03
1.670612815788552e+00 -1.849148624503062e-20 2.056248326830330e-20 4.733903506492715e-20 -7.935513512694969e-19 -5.852734161298184e-03 -2.090077443647970e-03
1.681119814629990e+00 -1.503452849881219e-20 1.988804094001674e-20 -8.322123792373364e-20 -9.041987718191161e-19 -4.398950513521085e-03 -1.631895202877197e-03
1.691626813471427e+00 -1.112078573505006e-20 1.852217661008533e-20 -2.081432735504172e-19 -9.909684340723605e-19 -2.890430106296239e-03 -1.203614657752534e-03
1.702133812312864e+00 -6.862706097988205e-21 1.651644065044542e-20 -3.230668789864686e-19 -1.051175772809656e-18 -1.360814174609800e-03 -8.161241690883390e-04
1.712640811154302e+00 -2.384582752221222e-21 1.394378416857887e-20 -4.240140047879111e-19 -1.082901139508916e-18 1.567289798940296e-04 -4.785475243813841e-04
1.723147809995739e+00 2.181254333133450e-21 1.089598184038998e-20 -5.075211300284416e-19 -1.085056937777231e-18 1.630339613514684e-03 -1.980411534348259e-04
1.733654808837177e+00 6.698558511457146e-21 7.480420864199928e-21 -5.707534455785632e-19 -1.057429173460080e-18 3.030249219926942e-03 2.035531222693950e-05
1.744161807678614e+00 1.103146512637363e-20 3.816367912048305e-21 -6.115970233723018e-19 -1.000691756148342e-18 4.329488406556368e-03 1.738122997492447e-04
1.754668806520052e+00 1.504882760550959e-20 3.084387654041637e-23 -6.287259253079346e-19 -9.163927731937103e-19 5.504500628012741e-03 2.617457731171001e-04
1.765175805361489e+00 1.862844688941291e-20 -3.745750398866746e-21 -6.216420748462108e-19 -8.069128784013294e-19 6.535645543120173e-03 2.857945836111660e-04
1.775682804202927e+00 2.166105205075320e-20 -7.384105831497434e-21 -5.906866571063631e-19 -6.753968641482227e-19 7.407579349333442e-03 2.497406064512694e-04
1.786189803044364e+00 2.405389681045394e-20 -1.076041958870305e-20 -5.370227964756515e-19 -5.256603861318074e-19 8.109503393640438e-03 1.593738203134111e-04
1.796696801885801e+00 2.573384822603008e-20 -1.376060000577941e-20 -4.625902502013685e-19 -3.620746532380509e-19 8.635276529056744e-03 2.230569276402917e-05
